source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000188.png,asset_4f041e6f80ff25ee,1,0,not_close,0.000135,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00075_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000200.png,asset_d9127253586849c7,1,0,not_close,0.137868,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00065_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000212.png,asset_40053312ffb0e735,1,0,not_close,0.033358,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00059_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00007_close.png,asset_1f22fce00e63a28d,1,1,close,0.998113,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00043_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00013_close.png,asset_42aad7e6f678b513,1,1,close,0.959295,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00037_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00016_close.png,asset_c9c80861f0d8d742,1,1,close,0.999368,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00034_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00026_not_close.png,asset_aebc821f3ab849ed,1,0,not_close,0.019872,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00029_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00033_not_close.png,asset_87527911cd249275,1,0,not_close,0.242072,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00025_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00034_not_close.png,asset_83e8448e165253c5,1,0,not_close,0.165963,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00024_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00041_not_close.png,asset_ef5e9735f14f74b6,1,0,not_close,0.011522,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00018_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00048_not_close.png,asset_3f3c200aac73e244,1,0,not_close,0.014655,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00014_not_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00055_not_close.png,asset_e9ee4043583dbad7,1,0,not_close,0.024896,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00011_not_close.png,,
