instance_id,content_id,original_path,relative_path,vision_domain,families,trace_status,parent_instance_id,parent_content_id,parent_path,bbox_id,bbox,bbox_x,bbox_y,bbox_w,bbox_h
file_6f7c7aba74ab1f28,asset_0cf037e096857467,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_3.png,ads2\assets\1_templates\got_icons\got_3.png,ads,got,untraceable_parent_bbox,,,,,,,,,
file_3c94de29e8445680,asset_a1abf4a4f6070cea,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_5.png,ads2\assets\1_templates\got_icons\got_5.png,ads,got,untraceable_parent_bbox,,,,,,,,,
file_5e99e876883b9184,asset_d082cffe4e8f8f90,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_6.png,ads2\assets\1_templates\got_icons\got_6.png,ads,got,untraceable_parent_bbox,,,,,,,,,
file_f1f313c24a4c1de2,asset_804eb0458e78934d,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_4.png,ads2\assets\1_templates\got_icons\got_4.png,ads,got,untraceable_parent_bbox,,,,,,,,,
file_13eecab8cd7c9374,asset_5b3fbaac886e6b1c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_10.png,ads2\assets\1_templates\close_icons\close_10.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_a195dd7ba6135547,asset_e3aa0c73c537c671,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_19.png,ads2\assets\1_templates\close_icons\close_19.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_2200224e47c6acf2,asset_fe436527d7d5643c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_20.png,ads2\assets\1_templates\close_icons\close_20.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_a5a5bd5ba2f1d724,asset_781a510f3a857316,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_13.png,ads2\assets\1_templates\close_icons\close_13.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_b45e660a5a2b7d8d,asset_0d4b215867996981,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_1.png,ads2\assets\1_templates\got_icons\got_1.png,ads,got,untraceable_parent_bbox,,,,,,,,,
file_857e5225a2b06af8,asset_927b02d71a0d5e87,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_21.png,ads2\assets\1_templates\close_icons\close_21.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_af0af020e1d87e2e,asset_071ca7bff74e053c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_8.png,ads2\assets\1_templates\close_icons\close_8.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_39c21fa7d94cb2a7,asset_4fbcd7df4f1e9032,D:\Projects\adb_vl\ads2\assets\1_templates\備份\close_x_white.png,ads2\assets\1_templates\備份\close_x_white.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_c6293287feb9bff3,asset_9fdb4db2e3fe6848,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_17.png,ads2\assets\1_templates\close_icons\close_17.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_ed7ecf2d8c86d633,asset_643bd48faa917df4,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_043419_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_043419_roi_0.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_ff68673e47bf2194,asset_811965ed2f4bf3fe,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_044653_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_044653_roi_0.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_3dbd94023a2aefb9,asset_ae17f2d94d0c0ab9,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp2.png,ads2\assets\1_templates\close_icons\close_x_gp2.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_e98356e6d5b0d025,asset_759712a0fa58d9bb,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_044156_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_044156_roi_0.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_c88fffda1bde6376,asset_fc192034daaaf1b7,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_back_gp.png,ads2\assets\1_templates\close_icons\close_back_gp.png,ads,arrow,untraceable_parent_bbox,,,,,,,,,
file_c1b82b89ebab2308,asset_d94a12829e570c5c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_042353_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_042353_roi_0.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_91bbfc8a9546e898,asset_702ce9c110ac8383,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp.png,ads2\assets\1_templates\close_icons\close_x_gp.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_91401f9fb819693a,asset_36b1b5a10f89b840,D:\Projects\adb_vl\ads2\assets\1_templates\備份\close_x_trans.png,ads2\assets\1_templates\備份\close_x_trans.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_ec85e8680fb6449d,asset_ca2b6cba35c5b2d0,D:\Projects\adb_vl\ads2\assets\1_templates\備份\ad_issue_20260606_043707_roi_0.png,ads2\assets\1_templates\備份\ad_issue_20260606_043707_roi_0.png,ads,x_mark,untraceable_parent_bbox,,,,,,,,,
file_7c9178e33b3fff2a,asset_05e39c545c2d589c,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000001.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000001.png,ads,play_triangle,traceable_parent_bbox,file_a669b1e30509f098,asset_0da9172d7e75e61e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085017_085\pre_click.png,510,"[413.7674418604651, 351.25581395348837, 86.32558139534882, 29.767441860465112]",413.767,351.256,86.326,29.767
file_b842a8b9a73e90f9,asset_3ace1f0522c58233,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000002.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000002.png,ads,play_triangle,traceable_parent_bbox,file_a669b1e30509f098,asset_0da9172d7e75e61e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085017_085\pre_click.png,511,"[555.1627906976744, 352.74418604651163, 80.37209302325584, 26.790697674418595]",555.163,352.744,80.372,26.791
file_a8bd722b52284058,asset_0a4e900ac50de596,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000003.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000003.png,ads,play_triangle,traceable_parent_bbox,file_a669b1e30509f098,asset_0da9172d7e75e61e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085017_085\pre_click.png,512,"[693.5813953488372, 349.7674418604651, 83.34883720930236, 31.25581395348837]",693.581,349.767,83.349,31.256
file_923a209eb4157b27,asset_b9f13ebbb5033ec5,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000004.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000004.png,ads,play_triangle,traceable_parent_bbox,file_a669b1e30509f098,asset_0da9172d7e75e61e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085017_085\pre_click.png,513,"[832.0, 351.25581395348837, 89.30232558139528, 29.767441860465112]",832.000,351.256,89.302,29.767
file_0567b11b04d3ff7a,asset_d4017dc915fca39d,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000005.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000005.png,ads,x_mark,traceable_parent_bbox,file_65c9e5dd20cb3371,asset_d1e9fdf45e469caf,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085034_878\pre_click.png,576,"[900.4651162790698, 13.395348837209301, 50.604651162790674, 40.18604651162791]",900.465,13.395,50.605,40.186
file_e702683e9176fe8f,asset_0b8ff8911a7f337f,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000006.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000006.png,ads,got,traceable_parent_bbox,file_99efc798e930d2d1,asset_bb2b366ff1d4b2a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085039_658\pre_click.png,379,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_1ab5b7e76dc6affa,asset_dbb710b56346500c,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000007.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000007.png,ads,play_triangle,traceable_parent_bbox,file_979e903430aea95d,asset_865c30d9c720318e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085045_813\pre_click.png,514,"[418.2325581395349, 349.7674418604651, 86.32558139534882, 29.767441860465112]",418.233,349.767,86.326,29.767
file_8039f8fbabb21ac2,asset_3ace1f0522c58233,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000008.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000008.png,ads,play_triangle,traceable_parent_bbox,file_979e903430aea95d,asset_865c30d9c720318e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085045_813\pre_click.png,515,"[555.1627906976744, 352.74418604651163, 80.37209302325584, 26.790697674418595]",555.163,352.744,80.372,26.791
file_7760835d528ca64b,asset_0a4e900ac50de596,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000009.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000009.png,ads,play_triangle,traceable_parent_bbox,file_979e903430aea95d,asset_865c30d9c720318e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085045_813\pre_click.png,516,"[693.5813953488372, 349.7674418604651, 83.34883720930236, 31.25581395348837]",693.581,349.767,83.349,31.256
file_9ae6b115a3d4a574,asset_b9f13ebbb5033ec5,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000010.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000010.png,ads,play_triangle,traceable_parent_bbox,file_979e903430aea95d,asset_865c30d9c720318e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085045_813\pre_click.png,517,"[832.0, 351.25581395348837, 89.30232558139528, 29.767441860465112]",832.000,351.256,89.302,29.767
file_1826db5c62538f61,asset_4c87c089867a99c8,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000011.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000011.png,ads,x_mark,traceable_parent_bbox,file_2ee23ae8fe9fb845,asset_0df138cceee42d63,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085103_455\pre_click.png,405,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209
file_0504a1c09e534466,asset_86b6f2dd24a02f43,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000012.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000012.png,ads,got,traceable_parent_bbox,file_e9f738737fd54164,asset_40dba9d42050a660,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085108_150\pre_click.png,377,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_0c0ae5517d44b864,asset_05e39c545c2d589c,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000013.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000013.png,ads,play_triangle,traceable_parent_bbox,file_a38c48abbc580962,asset_866a5672b0fbfcde,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085114_247\pre_click.png,495,"[413.7674418604651, 351.25581395348837, 86.32558139534882, 29.767441860465112]",413.767,351.256,86.326,29.767
file_36e87ea76755944a,asset_3ace1f0522c58233,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000014.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000014.png,ads,play_triangle,traceable_parent_bbox,file_a38c48abbc580962,asset_866a5672b0fbfcde,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085114_247\pre_click.png,496,"[555.1627906976744, 352.74418604651163, 80.37209302325584, 26.790697674418595]",555.163,352.744,80.372,26.791
file_d1695a739292094f,asset_0a4e900ac50de596,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000015.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000015.png,ads,play_triangle,traceable_parent_bbox,file_a38c48abbc580962,asset_866a5672b0fbfcde,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085114_247\pre_click.png,497,"[693.5813953488372, 349.7674418604651, 83.34883720930236, 31.25581395348837]",693.581,349.767,83.349,31.256
file_350e5e44d7026bec,asset_f100a9014b2156a1,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000016.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000016.png,ads,x_mark,traceable_parent_bbox,file_17701a062d36f771,asset_ec83c2c1ebe46b39,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085131_891\pre_click.png,408,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209
file_2529cd8543729086,asset_3339e98614734240,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000017.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000017.png,ads,got,traceable_parent_bbox,file_2331f03018ffb667,asset_2bb3ab150b2c17f7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085136_565\pre_click.png,364,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_e9ee06a1f16eb507,asset_0f4b94e17468addc,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000018.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000018.png,ads,play_triangle,traceable_parent_bbox,file_ce136e80c7a4a03b,asset_bc10d756a9a35133,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085142_972\pre_click.png,441,"[692.0930232558139, 348.27906976744185, 81.8604651162791, 32.74418604651163]",692.093,348.279,81.860,32.744
file_c2afc230dfb699a0,asset_966793a379a174df,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000019.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000019.png,ads,play_triangle,traceable_parent_bbox,file_ce136e80c7a4a03b,asset_bc10d756a9a35133,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085142_972\pre_click.png,442,"[558.1395348837209, 349.7674418604651, 74.41860465116281, 29.767441860465112]",558.140,349.767,74.419,29.767
file_24c0d6de0c1393cc,asset_36d53dd90fea6af5,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000020.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000020.png,ads,x_mark,traceable_parent_bbox,file_7898ceb77f7b53fe,asset_a4f70e645255b736,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085200_606\pre_click.png,398,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744
file_7bdb91d7d8853f5c,asset_64e580b703f7b099,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000021.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000021.png,ads,got,traceable_parent_bbox,file_31d3607b1f791aa3,asset_184fc9696695ed9d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085205_267\pre_click.png,358,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_97087fc40d12ee4c,asset_0f4b94e17468addc,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000022.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000022.png,ads,play_triangle,traceable_parent_bbox,file_3bf5dc03ed9523fe,asset_643995342e434bf3,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085211_732\pre_click.png,427,"[692.0930232558139, 348.27906976744185, 81.8604651162791, 32.74418604651163]",692.093,348.279,81.860,32.744
file_c0732ecb975d0119,asset_4c87c089867a99c8,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000023.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000023.png,ads,x_mark,traceable_parent_bbox,file_257fe523aaf5236a,asset_0df138cceee42d63,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085229_340\pre_click.png,406,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209
file_15ea69f1ca4eff57,asset_263e7f9b0146a7b8,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000024.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000024.png,ads,got,traceable_parent_bbox,file_31c6dff008c6bb23,asset_097a4a7e35bdc8ee,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085234_000\pre_click.png,359,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_f1adeefce6189721,asset_0f4b94e17468addc,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000025.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000025.png,ads,play_triangle,traceable_parent_bbox,file_2a5e82f1e41448c4,asset_1fa44ff49fff3e1f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085240_431\pre_click.png,428,"[692.0930232558139, 348.27906976744185, 81.8604651162791, 32.74418604651163]",692.093,348.279,81.860,32.744
file_ab1710fbb3d42a20,asset_36d53dd90fea6af5,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000026.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000026.png,ads,x_mark,traceable_parent_bbox,file_e3e00140adbfb7e8,asset_a4f70e645255b736,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085258_029\pre_click.png,399,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744
file_277c59c085cb6c63,asset_91180915c5701b39,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000027.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000027.png,ads,got,traceable_parent_bbox,file_95ac70506f25773f,asset_014ab628e18c4c01,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085302_739\pre_click.png,356,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_0805ab85dda0d03a,asset_05e39c545c2d589c,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000028.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000028.png,ads,play_triangle,traceable_parent_bbox,file_ac4db561d708b23f,asset_097638c34948d535,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093030_932\pre_click.png,487,"[413.7674418604651, 351.25581395348837, 86.32558139534882, 29.767441860465112]",413.767,351.256,86.326,29.767
file_c05d6974c44aedcd,asset_3ace1f0522c58233,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000029.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000029.png,ads,play_triangle,traceable_parent_bbox,file_ac4db561d708b23f,asset_097638c34948d535,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093030_932\pre_click.png,488,"[555.1627906976744, 352.74418604651163, 80.37209302325584, 26.790697674418595]",555.163,352.744,80.372,26.791
file_1ff07c3709bb8d99,asset_0a4e900ac50de596,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000030.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000030.png,ads,play_triangle,traceable_parent_bbox,file_ac4db561d708b23f,asset_097638c34948d535,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093030_932\pre_click.png,489,"[693.5813953488372, 349.7674418604651, 83.34883720930236, 31.25581395348837]",693.581,349.767,83.349,31.256
file_90977348d878021d,asset_a2b1e091a21628ed,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000031.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000031.png,ads,play_triangle,traceable_parent_bbox,file_ac4db561d708b23f,asset_097638c34948d535,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093030_932\pre_click.png,490,"[832.0, 351.25581395348837, 86.32558139534888, 29.767441860465112]",832.000,351.256,86.326,29.767
file_5de41a6bf1b64cd8,asset_b2059348cf385652,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000032.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000032.png,ads,x_mark,traceable_parent_bbox,file_da90c5d798c0ce8d,asset_f5bbb90ad870ee0e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093048_823\pre_click.png,551,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 35.72093023255813]",903.442,17.860,41.674,35.721
file_5f44ff9abab2b6a8,asset_56d6ee45d39394a2,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000033.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000033.png,ads,got,traceable_parent_bbox,file_08b2ef9c872ccb12,asset_e389f72eb8ee6040,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093053_539\pre_click.png,382,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_9a3b3a5c024c5b69,asset_05e39c545c2d589c,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000034.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000034.png,ads,play_triangle,traceable_parent_bbox,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,491,"[413.7674418604651, 351.25581395348837, 86.32558139534882, 29.767441860465112]",413.767,351.256,86.326,29.767
file_411cb0a9ee0c0ec8,asset_3ace1f0522c58233,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000035.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000035.png,ads,play_triangle,traceable_parent_bbox,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,492,"[555.1627906976744, 352.74418604651163, 80.37209302325584, 26.790697674418595]",555.163,352.744,80.372,26.791
file_d52cb9703e9f29ff,asset_0a4e900ac50de596,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000036.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000036.png,ads,play_triangle,traceable_parent_bbox,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,493,"[693.5813953488372, 349.7674418604651, 83.34883720930236, 31.25581395348837]",693.581,349.767,83.349,31.256
file_7287e1e31f1fc5de,asset_a2b1e091a21628ed,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000037.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000037.png,ads,play_triangle,traceable_parent_bbox,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,494,"[832.0, 351.25581395348837, 86.32558139534888, 29.767441860465112]",832.000,351.256,86.326,29.767
file_17d3cc87b3c2ec90,asset_0f3b38cb29c91625,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000038.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000038.png,ads,x_mark,traceable_parent_bbox,file_521f6b69e6174454,asset_e01fefad9cdb2ffd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093117_690\pre_click.png,477,"[906.4186046511628, 11.906976744186046, 38.697674418604606, 40.18604651162791]",906.419,11.907,38.698,40.186
file_a8ea73fb4828899e,asset_e590a003cbc9ac92,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000039.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000039.png,ads,got,traceable_parent_bbox,file_42c147ccb223f75b,asset_6bd9b14cefddc57a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093122_460\pre_click.png,372,"[418.2325581395349, 139.90697674418604, 120.55813953488376, 35.720930232558146]",418.233,139.907,120.558,35.721
file_f32c265ebaa92314,asset_0f4b94e17468addc,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000040.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000040.png,ads,play_triangle,traceable_parent_bbox,file_b7167ca81f67ded8,asset_3ec4003efc44a2e5,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093128_588\pre_click.png,438,"[692.0930232558139, 348.27906976744185, 81.8604651162791, 32.74418604651163]",692.093,348.279,81.860,32.744
