image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,review_status,group_key,source_screen,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,image_scope,representation,source_root,split,label_source,weak_label_rule,event_id,proposal_source,template_name,bbox_crop,event_dir
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00992_negative_asset_95f3c8776d31be18.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_95f3c8776d31be18,,file_276a28d3463b5cd1,asset_95f3c8776d31be18,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000457.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000457.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00993_negative_asset_0d9906356f208687.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0d9906356f208687,,file_f45f37c18153c82f,asset_0d9906356f208687,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000458.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000458.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00994_negative_asset_45179bd4f2e585ba.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_45179bd4f2e585ba,,file_0f08b035eb6652b0,asset_45179bd4f2e585ba,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000459.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000459.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00995_negative_asset_95f3c8776d31be18.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_95f3c8776d31be18,,file_426ef8c26be634e5,asset_95f3c8776d31be18,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000460.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000460.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00996_negative_asset_0d9906356f208687.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0d9906356f208687,,file_7fbcbc970bab12d6,asset_0d9906356f208687,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000461.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000461.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00997_negative_asset_45179bd4f2e585ba.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_45179bd4f2e585ba,,file_b34522e8af0adc7c,asset_45179bd4f2e585ba,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000462.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000462.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00998_negative_asset_07e1c3cf78b4b917.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_07e1c3cf78b4b917,,file_bb81ca257c30b5fa,asset_07e1c3cf78b4b917,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000463.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000463.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00999_negative_asset_0456bb695cc0e6b1.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0456bb695cc0e6b1,,file_7fb1e4a6a45e728a,asset_0456bb695cc0e6b1,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000464.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000464.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01000_negative_asset_fb7c62ad9232883c.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_fb7c62ad9232883c,,file_8aa4dadeeec02720,asset_fb7c62ad9232883c,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000465.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000465.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01001_negative_asset_4368d3023586bce9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4368d3023586bce9,,file_a3352dc74c5f11eb,asset_4368d3023586bce9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000466.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000466.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01002_negative_asset_973d7f536645eaf0.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_973d7f536645eaf0,,file_8d1899996bb47db4,asset_973d7f536645eaf0,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000467.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000467.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01003_negative_asset_c925c1cbebe902d8.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c925c1cbebe902d8,,file_52352db16febab53,asset_c925c1cbebe902d8,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000468.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000468.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01004_negative_asset_37a8095027de793b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_37a8095027de793b,,file_3ada7e051e3adc5b,asset_37a8095027de793b,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000469.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000469.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01005_negative_asset_0eb7001fb90c7ab5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0eb7001fb90c7ab5,,file_2196711fbe063a08,asset_0eb7001fb90c7ab5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000470.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000470.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01006_negative_asset_e81029be4d5f2f38.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e81029be4d5f2f38,,file_a11dbc89164cb5d9,asset_e81029be4d5f2f38,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000471.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000471.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01007_negative_asset_0b590b370863f8c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0b590b370863f8c6,,file_3fb23508805b4005,asset_0b590b370863f8c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000472.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000472.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01008_negative_asset_07e1c3cf78b4b917.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_07e1c3cf78b4b917,,file_24159310c6ee980f,asset_07e1c3cf78b4b917,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000473.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000473.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01009_negative_asset_0456bb695cc0e6b1.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0456bb695cc0e6b1,,file_ecea4baaac531b28,asset_0456bb695cc0e6b1,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000474.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000474.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01010_negative_asset_fb7c62ad9232883c.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_fb7c62ad9232883c,,file_20e4899f9a0949b3,asset_fb7c62ad9232883c,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000475.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000475.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01011_negative_asset_4368d3023586bce9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4368d3023586bce9,,file_7d257c53c984c767,asset_4368d3023586bce9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000476.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000476.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01012_negative_asset_973d7f536645eaf0.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_973d7f536645eaf0,,file_77f4da6c43badf8b,asset_973d7f536645eaf0,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000477.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000477.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01013_negative_asset_c925c1cbebe902d8.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c925c1cbebe902d8,,file_3cbf464078475f46,asset_c925c1cbebe902d8,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000478.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000478.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01014_negative_asset_37a8095027de793b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_37a8095027de793b,,file_2835bf6b613bb260,asset_37a8095027de793b,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000479.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000479.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01015_negative_asset_0eb7001fb90c7ab5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0eb7001fb90c7ab5,,file_18d1b5108e9f08b8,asset_0eb7001fb90c7ab5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000480.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000480.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01016_negative_asset_e81029be4d5f2f38.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e81029be4d5f2f38,,file_7eaed53e6221e854,asset_e81029be4d5f2f38,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000481.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000481.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01017_negative_asset_0b590b370863f8c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0b590b370863f8c6,,file_247878eeb2153bcd,asset_0b590b370863f8c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000482.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000482.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01018_negative_asset_c6b501de27429b96.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c6b501de27429b96,,file_9eee08746eb5772e,asset_c6b501de27429b96,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000483.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000483.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01019_negative_asset_be923395b401e764.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_be923395b401e764,,file_c71ae0f3a13520fc,asset_be923395b401e764,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000484.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000484.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01020_negative_asset_c6b501de27429b96.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c6b501de27429b96,,file_92152b71dcfb2dc1,asset_c6b501de27429b96,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000485.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000485.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01021_negative_asset_be923395b401e764.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_be923395b401e764,,file_25dbbfdb3b13b598,asset_be923395b401e764,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000486.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000486.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01022_negative_asset_c412159d54d19f56.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c412159d54d19f56,,file_698ab4d8dfdaa70c,asset_c412159d54d19f56,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000487.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000487.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01023_negative_asset_e3338db9463b440a.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e3338db9463b440a,,file_25cdece063e952b2,asset_e3338db9463b440a,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000488.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000488.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01024_negative_asset_a9da8bac3bf76043.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a9da8bac3bf76043,,file_1e09171eccd10a88,asset_a9da8bac3bf76043,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000489.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000489.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01025_negative_asset_c412159d54d19f56.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c412159d54d19f56,,file_88b0a092c83df5ed,asset_c412159d54d19f56,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000490.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000490.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01026_negative_asset_e3338db9463b440a.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e3338db9463b440a,,file_5f26f1784fef09f1,asset_e3338db9463b440a,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000491.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000491.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01027_negative_asset_a9da8bac3bf76043.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a9da8bac3bf76043,,file_06f176974802dfd8,asset_a9da8bac3bf76043,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000492.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000492.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01028_negative_asset_b61fa7e905cd1a2f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_b61fa7e905cd1a2f,,file_c736f74bbedbeb30,asset_b61fa7e905cd1a2f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000493.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000493.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01029_negative_asset_c412159d54d19f56.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c412159d54d19f56,,file_cbce7689f2e7b16c,asset_c412159d54d19f56,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000494.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000494.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01030_negative_asset_d81ae443cf1200bd.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d81ae443cf1200bd,,file_d681784b24e6089d,asset_d81ae443cf1200bd,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000495.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000495.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01031_negative_asset_f7678a5e6f931254.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f7678a5e6f931254,,file_645c5e886e00759e,asset_f7678a5e6f931254,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000496.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000496.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01032_negative_asset_a9da8bac3bf76043.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a9da8bac3bf76043,,file_e4dc47555a2f4b23,asset_a9da8bac3bf76043,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000497.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000497.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01033_negative_asset_b61fa7e905cd1a2f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_b61fa7e905cd1a2f,,file_62093f5328a11df1,asset_b61fa7e905cd1a2f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000498.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000498.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01034_negative_asset_c412159d54d19f56.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c412159d54d19f56,,file_02fb6342b36397e3,asset_c412159d54d19f56,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000499.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000499.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01035_negative_asset_d81ae443cf1200bd.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d81ae443cf1200bd,,file_1cfad5c708d77183,asset_d81ae443cf1200bd,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000500.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000500.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01036_negative_asset_f7678a5e6f931254.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f7678a5e6f931254,,file_3ac4684d297103ab,asset_f7678a5e6f931254,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000501.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000501.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01037_negative_asset_a9da8bac3bf76043.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a9da8bac3bf76043,,file_4b7519384af52cfa,asset_a9da8bac3bf76043,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000502.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000502.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01038_negative_asset_e7fea01bc0b14283.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e7fea01bc0b14283,,file_fb0d7e73125c05cc,asset_e7fea01bc0b14283,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000503.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000503.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_01039_negative_asset_3f363ed316e8c63b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_3f363ed316e8c63b,,file_9ac929c0e2bb89c7,asset_3f363ed316e8c63b,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000504.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000504.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,,human_review,,,,,,
