image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,review_status,group_key,source_screen,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,image_scope,representation,source_root,split
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00507_negative_asset_db58b7734b7a237e.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_db58b7734b7a237e,,file_aba9c46c1e8362cf,asset_db58b7734b7a237e,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000437.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000437.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00508_negative_asset_467a52c34a17caa3.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_467a52c34a17caa3,,file_344aa24cfd8f52fe,asset_467a52c34a17caa3,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000438.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000438.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00509_negative_asset_a50b8ded84cef065.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a50b8ded84cef065,,file_176d5b104e56a3b7,asset_a50b8ded84cef065,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000439.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000439.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00510_negative_asset_a0dcb07dc2f5b905.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a0dcb07dc2f5b905,,file_6ad738d9b178e236,asset_a0dcb07dc2f5b905,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000440.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000440.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00511_negative_asset_7df6f950bddd88f9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_7df6f950bddd88f9,,file_0a817ead256eb13a,asset_7df6f950bddd88f9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000441.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000441.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00512_negative_asset_729342d62d8d49fa.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_729342d62d8d49fa,,file_1a85fa2991aa93f7,asset_729342d62d8d49fa,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000442.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000442.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00513_negative_asset_98927a24f1a19ae5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_98927a24f1a19ae5,,file_7938583d7fed3975,asset_98927a24f1a19ae5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000443.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000443.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00514_negative_asset_ad9c86e09b91f3cb.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_ad9c86e09b91f3cb,,file_80e18effbb1172ed,asset_ad9c86e09b91f3cb,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000444.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000444.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00515_negative_asset_e4ec6fe1e73c8fab.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e4ec6fe1e73c8fab,,file_9a4a696e9b4656f8,asset_e4ec6fe1e73c8fab,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000445.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000445.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00516_negative_asset_307e5b02106e11f1.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_307e5b02106e11f1,,file_2cc5a4ddf15183f1,asset_307e5b02106e11f1,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000446.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000446.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00517_negative_asset_467a52c34a17caa3.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_467a52c34a17caa3,,file_44548adfaee5a5bd,asset_467a52c34a17caa3,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000447.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000447.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00518_negative_asset_a50b8ded84cef065.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a50b8ded84cef065,,file_cd29cdea7125144b,asset_a50b8ded84cef065,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000448.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000448.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00519_negative_asset_a0dcb07dc2f5b905.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a0dcb07dc2f5b905,,file_de5dbeea00344e22,asset_a0dcb07dc2f5b905,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000449.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000449.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00520_negative_asset_7df6f950bddd88f9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_7df6f950bddd88f9,,file_9270bd26b1805973,asset_7df6f950bddd88f9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000450.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000450.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00521_negative_asset_729342d62d8d49fa.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_729342d62d8d49fa,,file_d1217f281df00709,asset_729342d62d8d49fa,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000451.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000451.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00522_negative_asset_98927a24f1a19ae5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_98927a24f1a19ae5,,file_e588c77fd84d3ca8,asset_98927a24f1a19ae5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000452.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000452.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00523_negative_asset_ad9c86e09b91f3cb.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_ad9c86e09b91f3cb,,file_a199e1a5f77190e7,asset_ad9c86e09b91f3cb,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000453.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000453.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00524_negative_asset_e4ec6fe1e73c8fab.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e4ec6fe1e73c8fab,,file_59796d6bf9b338f9,asset_e4ec6fe1e73c8fab,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000454.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000454.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00525_negative_asset_307e5b02106e11f1.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_307e5b02106e11f1,,file_87c626cf3e42b73a,asset_307e5b02106e11f1,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000455.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000455.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00526_negative_asset_1b00effb5b4f59d7.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1b00effb5b4f59d7,,file_b802e76e37a4a3e0,asset_1b00effb5b4f59d7,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000456.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000456.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00527_negative_asset_95f3c8776d31be18.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_95f3c8776d31be18,,file_276a28d3463b5cd1,asset_95f3c8776d31be18,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000457.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000457.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00528_negative_asset_0d9906356f208687.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0d9906356f208687,,file_f45f37c18153c82f,asset_0d9906356f208687,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000458.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000458.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00529_negative_asset_45179bd4f2e585ba.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_45179bd4f2e585ba,,file_0f08b035eb6652b0,asset_45179bd4f2e585ba,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000459.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000459.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00530_negative_asset_95f3c8776d31be18.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_95f3c8776d31be18,,file_426ef8c26be634e5,asset_95f3c8776d31be18,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000460.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000460.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00531_negative_asset_0d9906356f208687.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0d9906356f208687,,file_7fbcbc970bab12d6,asset_0d9906356f208687,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000461.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000461.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00532_negative_asset_45179bd4f2e585ba.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_45179bd4f2e585ba,,file_b34522e8af0adc7c,asset_45179bd4f2e585ba,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000462.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000462.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00533_negative_asset_07e1c3cf78b4b917.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_07e1c3cf78b4b917,,file_bb81ca257c30b5fa,asset_07e1c3cf78b4b917,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000463.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000463.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00534_negative_asset_0456bb695cc0e6b1.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0456bb695cc0e6b1,,file_7fb1e4a6a45e728a,asset_0456bb695cc0e6b1,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000464.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000464.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00535_negative_asset_fb7c62ad9232883c.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_fb7c62ad9232883c,,file_8aa4dadeeec02720,asset_fb7c62ad9232883c,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000465.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000465.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00536_negative_asset_4368d3023586bce9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4368d3023586bce9,,file_a3352dc74c5f11eb,asset_4368d3023586bce9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000466.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000466.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00537_negative_asset_973d7f536645eaf0.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_973d7f536645eaf0,,file_8d1899996bb47db4,asset_973d7f536645eaf0,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000467.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000467.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00538_negative_asset_c925c1cbebe902d8.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c925c1cbebe902d8,,file_52352db16febab53,asset_c925c1cbebe902d8,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000468.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000468.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00539_negative_asset_37a8095027de793b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_37a8095027de793b,,file_3ada7e051e3adc5b,asset_37a8095027de793b,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000469.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000469.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00540_negative_asset_0eb7001fb90c7ab5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0eb7001fb90c7ab5,,file_2196711fbe063a08,asset_0eb7001fb90c7ab5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000470.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000470.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00541_negative_asset_e81029be4d5f2f38.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e81029be4d5f2f38,,file_a11dbc89164cb5d9,asset_e81029be4d5f2f38,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000471.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000471.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00542_negative_asset_0b590b370863f8c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0b590b370863f8c6,,file_3fb23508805b4005,asset_0b590b370863f8c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000472.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000472.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00543_negative_asset_07e1c3cf78b4b917.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_07e1c3cf78b4b917,,file_24159310c6ee980f,asset_07e1c3cf78b4b917,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000473.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000473.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00544_negative_asset_0456bb695cc0e6b1.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0456bb695cc0e6b1,,file_ecea4baaac531b28,asset_0456bb695cc0e6b1,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000474.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000474.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00545_negative_asset_fb7c62ad9232883c.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_fb7c62ad9232883c,,file_20e4899f9a0949b3,asset_fb7c62ad9232883c,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000475.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000475.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00546_negative_asset_4368d3023586bce9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4368d3023586bce9,,file_7d257c53c984c767,asset_4368d3023586bce9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000476.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000476.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00547_negative_asset_973d7f536645eaf0.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_973d7f536645eaf0,,file_77f4da6c43badf8b,asset_973d7f536645eaf0,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000477.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000477.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00548_negative_asset_c925c1cbebe902d8.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c925c1cbebe902d8,,file_3cbf464078475f46,asset_c925c1cbebe902d8,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000478.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000478.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00549_negative_asset_37a8095027de793b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_37a8095027de793b,,file_2835bf6b613bb260,asset_37a8095027de793b,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000479.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000479.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00550_negative_asset_0eb7001fb90c7ab5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0eb7001fb90c7ab5,,file_18d1b5108e9f08b8,asset_0eb7001fb90c7ab5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000480.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000480.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00551_negative_asset_e81029be4d5f2f38.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e81029be4d5f2f38,,file_7eaed53e6221e854,asset_e81029be4d5f2f38,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000481.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000481.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00552_negative_asset_0b590b370863f8c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_0b590b370863f8c6,,file_247878eeb2153bcd,asset_0b590b370863f8c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000482.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000482.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00553_negative_asset_c6b501de27429b96.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c6b501de27429b96,,file_9eee08746eb5772e,asset_c6b501de27429b96,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000483.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000483.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00554_negative_asset_be923395b401e764.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_be923395b401e764,,file_c71ae0f3a13520fc,asset_be923395b401e764,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000484.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000484.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00555_negative_asset_c6b501de27429b96.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c6b501de27429b96,,file_92152b71dcfb2dc1,asset_c6b501de27429b96,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000485.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000485.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00556_negative_asset_be923395b401e764.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_be923395b401e764,,file_25dbbfdb3b13b598,asset_be923395b401e764,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000486.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000486.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00557_negative_asset_c412159d54d19f56.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c412159d54d19f56,,file_698ab4d8dfdaa70c,asset_c412159d54d19f56,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000487.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000487.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00558_negative_asset_e3338db9463b440a.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e3338db9463b440a,,file_25cdece063e952b2,asset_e3338db9463b440a,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000488.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000488.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00559_negative_asset_a9da8bac3bf76043.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a9da8bac3bf76043,,file_1e09171eccd10a88,asset_a9da8bac3bf76043,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000489.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000489.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00560_negative_asset_c412159d54d19f56.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c412159d54d19f56,,file_88b0a092c83df5ed,asset_c412159d54d19f56,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000490.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000490.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
