instance_id,content_id,relative_path,candidate_id,parent_screen_id,proposal_sources,proposal_score_max,suggestion_family,top_probability,raw_bbox_crop_path
file_dc16b952399af995,asset_aa95ccbd3e3c7d94,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_004_bbox.png,cxp_s0020_004,screen_0020,geometry_x,0.778523,negative,0.25317,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_004_bbox.png
file_ce438abe7923c47a,asset_a4cfd7dd128cf5f6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_005_bbox.png,cxp_s0020_005,screen_0020,geometry_x,0.773351,negative,0.46907,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_005_bbox.png
file_24802d55efec4802,asset_565c6f322b64bbca,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_006_bbox.png,cxp_s0020_006,screen_0020,geometry_x,0.751292,x_mark,0.87336,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_006_bbox.png
file_c2d3c766dc8e6334,asset_12958fd6c358459c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_001_bbox.png,cxp_s0021_001,screen_0021,geometry_x,0.901446,negative,0.30808,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_001_bbox.png
file_c64b4c3594215298,asset_2e92c8b9ec124051,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_002_bbox.png,cxp_s0021_002,screen_0021,geometry_x,0.856936,negative,0.36363,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_002_bbox.png
file_f2ff1c31c9931189,asset_c409190d25a055c3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_003_bbox.png,cxp_s0021_003,screen_0021,geometry_x,0.842426,next,0.56805,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_003_bbox.png
file_d896ff006b016c7e,asset_070a3bc34ab8f598,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_004_bbox.png,cxp_s0021_004,screen_0021,geometry_x,0.800146,negative,0.32580,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_004_bbox.png
file_725f7de3a625a50f,asset_62817eb22098886c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_005_bbox.png,cxp_s0021_005,screen_0021,geometry_x,0.789566,negative,0.49203,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_005_bbox.png
file_a9286d112247becd,asset_a86c11ed59a63cd6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_006_bbox.png,cxp_s0021_006,screen_0021,geometry_x,0.785598,negative,0.47716,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_006_bbox.png
file_f459e001f281b48a,asset_ba9b230a3ba97479,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_007_bbox.png,cxp_s0021_007,screen_0021,geometry_x,0.785584,negative,0.25596,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_007_bbox.png
file_0d347cbabbc19c92,asset_013a84504a421342,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_008_bbox.png,cxp_s0021_008,screen_0021,geometry_x,0.715768,x_mark,0.57597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_008_bbox.png
file_1612b4b1501ab202,asset_bc3aa4d268788049,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_009_bbox.png,cxp_s0021_009,screen_0021,geometry_x,0.638913,next,0.54278,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_009_bbox.png
file_db2b2d11c56ebd15,asset_251be155a2e0f45f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0022_001_bbox.png,cxp_s0022_001,screen_0022,geometry_x,1.0,x_mark,0.85223,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0022_001_bbox.png
file_da513dfa8e050662,asset_961704ab639f1244,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0022_002_bbox.png,cxp_s0022_002,screen_0022,close_template,0.986557,arrow,0.78615,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0022_002_bbox.png
file_e7244f5cdfd5585b,asset_29d4af160c90f25e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0022_003_bbox.png,cxp_s0022_003,screen_0022,geometry_x,0.890293,negative,0.18558,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0022_003_bbox.png
file_283d9cd1c0e66143,asset_486faf47db84a8fd,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_001_bbox.png,cxp_s0023_001,screen_0023,geometry_x,0.923745,negative,0.14112,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_001_bbox.png
file_1b010db04930478a,asset_af3e23533898db55,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_002_bbox.png,cxp_s0023_002,screen_0023,geometry_x,0.864503,negative,0.10346,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_002_bbox.png
file_1e236a905a2c8fdc,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_003_bbox.png,cxp_s0023_003,screen_0023,geometry_x,0.834565,negative,0.04015,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_003_bbox.png
file_fddc888ee7839eec,asset_a49e1ac7301ca334,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_004_bbox.png,cxp_s0023_004,screen_0023,geometry_x,0.808575,negative,0.42177,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_004_bbox.png
file_416f8aa538496df5,asset_8db1fa48142c43a5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_005_bbox.png,cxp_s0023_005,screen_0023,geometry_x,0.781528,negative,0.42899,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_005_bbox.png
file_fc96ccd6b879606e,asset_aa95ccbd3e3c7d94,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_006_bbox.png,cxp_s0023_006,screen_0023,geometry_x,0.778523,negative,0.25317,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_006_bbox.png
file_c643dc834bbe5da0,asset_a4cfd7dd128cf5f6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_007_bbox.png,cxp_s0023_007,screen_0023,geometry_x,0.773351,negative,0.46907,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_007_bbox.png
file_af8dab5936442aa0,asset_565c6f322b64bbca,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_008_bbox.png,cxp_s0023_008,screen_0023,geometry_x,0.751292,x_mark,0.87336,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_008_bbox.png
file_415a6ea6c4a0df27,asset_b663eaec3b0a7db6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_009_bbox.png,cxp_s0023_009,screen_0023,geometry_x,0.733895,negative,0.26706,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_009_bbox.png
file_70a0486c1248edbd,asset_0988b34476b44757,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_001_bbox.png,cxp_s0024_001,screen_0024,geometry_x,0.901446,negative,0.29514,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_001_bbox.png
file_af73733133cdd78f,asset_8169c52d78c8cac6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_002_bbox.png,cxp_s0024_002,screen_0024,geometry_x,0.891163,negative,0.02359,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_002_bbox.png
file_a0649af9be924e00,asset_d1d07ee640d69a32,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_003_bbox.png,cxp_s0024_003,screen_0024,geometry_x,0.82898,next,0.57544,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_003_bbox.png
file_7c0ec73eb407ebc9,asset_df2a14b59cd4b475,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_004_bbox.png,cxp_s0024_004,screen_0024,geometry_x,0.815491,x_mark,0.55257,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_004_bbox.png
file_a2d34dc3d4b06668,asset_013a84504a421342,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_005_bbox.png,cxp_s0024_005,screen_0024,geometry_x,0.715768,x_mark,0.57597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_005_bbox.png
file_343cc91fad3829c9,asset_bc3aa4d268788049,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_006_bbox.png,cxp_s0024_006,screen_0024,geometry_x,0.638913,next,0.54278,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0024_006_bbox.png
file_69a519b9d04c71da,asset_d78a7856152ad697,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_001_bbox.png,cxp_s0025_001,screen_0025,close_template,0.982989,arrow,0.83187,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_001_bbox.png
file_3ce9f1cbf39de82c,asset_f9d16a7b48a0c437,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_002_bbox.png,cxp_s0025_002,screen_0025,geometry_x,0.925243,negative,0.17646,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_002_bbox.png
file_05508f234e94ed3e,asset_3d14115e8ebd0847,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_003_bbox.png,cxp_s0025_003,screen_0025,geometry_x,0.87677,arrow,0.87635,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_003_bbox.png
file_a96bed9e2e5fc15d,asset_ca51f31a9fc9dec3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_004_bbox.png,cxp_s0025_004,screen_0025,geometry_x,0.863235,negative,0.42633,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_004_bbox.png
file_24950b7541a52df5,asset_0c5ebe511701c4b3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_005_bbox.png,cxp_s0025_005,screen_0025,close_template,0.813891,arrow,0.66997,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_005_bbox.png
file_28be8d018f4d307e,asset_75daa29a92e6e39d,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_006_bbox.png,cxp_s0025_006,screen_0025,close_template,0.810748,arrow,0.94462,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_006_bbox.png
file_2f57225e445b674c,asset_8eb4a29e00e394e8,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_007_bbox.png,cxp_s0025_007,screen_0025,close_template,0.79806,arrow,0.93548,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_007_bbox.png
file_5b96f48523f9c0b4,asset_7733f8bebaf84579,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_008_bbox.png,cxp_s0025_008,screen_0025,close_template,0.785779,arrow,0.76959,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_008_bbox.png
file_72fd09413d932fea,asset_a3c24e5aa6b51216,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_009_bbox.png,cxp_s0025_009,screen_0025,close_template,0.771117,arrow,0.80195,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_009_bbox.png
file_5cb4b7066873df3f,asset_7dd2912db6461d61,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_001_bbox.png,cxp_s0026_001,screen_0026,close_template,0.966115,arrow,0.85720,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_001_bbox.png
file_e159069bc60055ad,asset_1f152f5501c6fe9b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_002_bbox.png,cxp_s0026_002,screen_0026,geometry_x,0.925243,x_mark,0.72484,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_002_bbox.png
file_af33409809dd3428,asset_dfcc6fe98c4011f7,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_003_bbox.png,cxp_s0026_003,screen_0026,geometry_x,0.902475,arrow,0.61093,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_003_bbox.png
file_cb9be0ef12f0f64b,asset_01c6947e29c81fd2,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_004_bbox.png,cxp_s0026_004,screen_0026,geometry_x,0.883393,x_mark,0.78274,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_004_bbox.png
file_39861b2aa1a9e17c,asset_ac180cb4827bee4a,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_005_bbox.png,cxp_s0026_005,screen_0026,geometry_x,0.867104,negative,0.28835,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_005_bbox.png
file_2776b9fbf0c63c89,asset_64867e4f8292f469,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_006_bbox.png,cxp_s0026_006,screen_0026,geometry_x,0.861791,negative,0.08784,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_006_bbox.png
file_55bb3584d97807f9,asset_eb97ceb55f4e3a71,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_007_bbox.png,cxp_s0026_007,screen_0026,geometry_x,0.85915,negative,0.29927,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_007_bbox.png
file_112b5abe67e3cc0f,asset_88bc719ba426bdc6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_008_bbox.png,cxp_s0026_008,screen_0026,close_template,0.831087,arrow,0.84323,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_008_bbox.png
file_cc3f8cea13fd325a,asset_b70dd35d3ff8880c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_009_bbox.png,cxp_s0026_009,screen_0026,geometry_x,0.823304,x_mark,0.61283,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_009_bbox.png
file_1e932f7b9b49ad39,asset_cff2d061898fa1b2,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_010_bbox.png,cxp_s0026_010,screen_0026,geometry_x,0.816826,negative,0.45562,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_010_bbox.png
file_a163ba495a0fa0b9,asset_cb5024712c95a9d0,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_011_bbox.png,cxp_s0026_011,screen_0026,geometry_x,0.808209,x_mark,0.66490,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_011_bbox.png
file_2ac5cefc79d445ab,asset_d0037435e0388512,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_012_bbox.png,cxp_s0026_012,screen_0026,geometry_x,0.791699,negative,0.26201,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_012_bbox.png
file_68ca6b6319c215b4,asset_4842d194283aab15,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_013_bbox.png,cxp_s0026_013,screen_0026,geometry_x,0.787324,negative,0.29597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_013_bbox.png
file_e99ec0ee0c7730ff,asset_fe3886169f08488f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_014_bbox.png,cxp_s0026_014,screen_0026,close_template,0.74857,arrow,0.87691,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_014_bbox.png
file_320d308488e3711c,asset_4a0e872bb1dd2aec,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_015_bbox.png,cxp_s0026_015,screen_0026,geometry_x,0.748346,arrow,0.66274,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_015_bbox.png
file_d0490a5af43affcc,asset_164074a31b9b9943,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_016_bbox.png,cxp_s0026_016,screen_0026,close_template,0.747743,arrow,0.76220,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_016_bbox.png
file_41cfbd217f96f572,asset_5bbd18c0ab88ac19,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_017_bbox.png,cxp_s0026_017,screen_0026,close_template,0.728421,x_mark,0.56484,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_017_bbox.png
file_510bde59528a06e8,asset_2c92c20775acda6b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_018_bbox.png,cxp_s0026_018,screen_0026,close_template,0.726352,x_mark,0.86379,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_018_bbox.png
file_b1a43845dd580dbb,asset_866a28d1c5357282,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_019_bbox.png,cxp_s0026_019,screen_0026,close_template,0.724663,arrow,0.73538,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_019_bbox.png
file_11e19fd0b27654b9,asset_486faf47db84a8fd,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_001_bbox.png,cxp_s0027_001,screen_0027,geometry_x,0.923745,negative,0.14112,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_001_bbox.png
file_ef7a40d07f5c3bf0,asset_af3e23533898db55,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_002_bbox.png,cxp_s0027_002,screen_0027,geometry_x,0.864503,negative,0.10346,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_002_bbox.png
file_2edd06cca6ebb09f,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_003_bbox.png,cxp_s0027_003,screen_0027,geometry_x,0.834565,negative,0.04015,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_003_bbox.png
file_7c62809ed21b0e9f,asset_a49e1ac7301ca334,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_004_bbox.png,cxp_s0027_004,screen_0027,geometry_x,0.808575,negative,0.42177,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_004_bbox.png
file_b1eb2157d4731f90,asset_8db1fa48142c43a5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_005_bbox.png,cxp_s0027_005,screen_0027,geometry_x,0.781528,negative,0.42899,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_005_bbox.png
file_19f1d60b57c8932a,asset_aa95ccbd3e3c7d94,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_006_bbox.png,cxp_s0027_006,screen_0027,geometry_x,0.778523,negative,0.25317,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_006_bbox.png
file_983283004265ed52,asset_a4cfd7dd128cf5f6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_007_bbox.png,cxp_s0027_007,screen_0027,geometry_x,0.773351,negative,0.46907,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_007_bbox.png
file_d2a5bd4ad824db36,asset_565c6f322b64bbca,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_008_bbox.png,cxp_s0027_008,screen_0027,geometry_x,0.751292,x_mark,0.87336,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_008_bbox.png
file_2dae61b001ae1705,asset_b663eaec3b0a7db6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_009_bbox.png,cxp_s0027_009,screen_0027,geometry_x,0.733895,negative,0.26706,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_009_bbox.png
file_c50d452993e6bf4e,asset_74fc6e135bb3606a,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_001_bbox.png,cxp_s0028_001,screen_0028,geometry_x,0.901446,x_mark,0.50779,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_001_bbox.png
file_e2063c9bc70236df,asset_3e898249c55c1121,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_002_bbox.png,cxp_s0028_002,screen_0028,geometry_x,0.884426,negative,0.49118,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_002_bbox.png
file_73fe82ea402ad997,asset_89c9eaf0e86764d3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_003_bbox.png,cxp_s0028_003,screen_0028,geometry_x,0.855596,x_mark,0.77226,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_003_bbox.png
