image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,split,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,representation,sample_role,sub_role
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00530_not_close_asset_7c5f17a308aa411d.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_7c5f17a308aa411d,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_91b822d4aa664d65,asset_7c5f17a308aa411d,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003275_score_0.869_x395_y188_w14_h14_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000025_20260711_104317_abyss_rental_scan_03.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003275_score_0.869_x395_y188_w14_h14_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000025_20260711_104317_abyss_rental_scan_03.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00531_not_close_asset_3771ee3c5020de66.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_3771ee3c5020de66,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_9c0c2aeddc1a3f88,asset_3771ee3c5020de66,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003276_score_0.869_x395_y383_w14_h14_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000025_20260711_104317_abyss_rental_scan_03.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003276_score_0.869_x395_y383_w14_h14_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000025_20260711_104317_abyss_rental_scan_03.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00532_not_close_asset_cc72cd4202e1a506.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_cc72cd4202e1a506,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_52c781c6c7095352,asset_cc72cd4202e1a506,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003277_score_0.869_x849_y198_w31_h27_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000147_20260711_111346_after_tap_902_480.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003277_score_0.869_x849_y198_w31_h27_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000147_20260711_111346_after_tap_902_480.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00533_not_close_asset_c44ccdf8b556af22.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_c44ccdf8b556af22,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_695a42e371c54b5c,asset_c44ccdf8b556af22,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003278_score_0.869_x357_y429_w21_h16_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000022_20260711_011434_after_tap_483_157.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003278_score_0.869_x357_y429_w21_h16_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000022_20260711_011434_after_tap_483_157.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00534_not_close_asset_41d1ebe740a58811.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_41d1ebe740a58811,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_d0f6a6cc9e3edb28,asset_41d1ebe740a58811,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003279_score_0.869_x115_y138_w23_h21_log__20260711_102309_2064_afk_20260711_101719_em3_高階競技場_route_enter__000005_20260711_102317_before_tap_712_290.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003279_score_0.869_x115_y138_w23_h21_log__20260711_102309_2064_afk_20260711_101719_em3_高階競技場_route_enter__000005_20260711_102317_before_tap_712_290.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00535_not_close_asset_a48f35f3616b656e.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_a48f35f3616b656e,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a94408c1edfd14af,asset_a48f35f3616b656e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003280_score_0.869_x318_y136_w36_h38_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000030_20260711_110922_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003280_score_0.869_x318_y136_w36_h38_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000030_20260711_110922_before_tap_495_170.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00536_not_close_asset_bbc0242389e22574.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_bbc0242389e22574,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a2e690aa99dd3c5e,asset_bbc0242389e22574,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003281_score_0.868_x432_y208_w17_h13_log__20260707_160103_33324__001026_20260709_150839_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003281_score_0.868_x432_y208_w17_h13_log__20260707_160103_33324__001026_20260709_150839_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00537_not_close_asset_ce7831113f2bc0e7.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_ce7831113f2bc0e7,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_c36ed65f10396219,asset_ce7831113f2bc0e7,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003282_score_0.868_x318_y136_w36_h38_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000038_20260711_103353_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003282_score_0.868_x318_y136_w36_h38_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000038_20260711_103353_before_tap_495_170.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00538_not_close_asset_979a18de8234a2d4.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_979a18de8234a2d4,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_ff4130e6e870af72,asset_979a18de8234a2d4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003283_score_0.868_x445_y260_w31_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000008_20260711_084022_before_tap_105_292.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003283_score_0.868_x445_y260_w31_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000008_20260711_084022_before_tap_105_292.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00539_not_close_asset_d09dfca1d2dd3496.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_d09dfca1d2dd3496,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_081c67b61d64e5f5,asset_d09dfca1d2dd3496,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003284_score_0.868_x742_y301_w37_h44_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000059_20260711_112207_before_tap_590_398.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003284_score_0.868_x742_y301_w37_h44_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000059_20260711_112207_before_tap_590_398.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00540_not_close_asset_288612d2f5158f27.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_288612d2f5158f27,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a83136622bd1898a,asset_288612d2f5158f27,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003285_score_0.868_x432_y206_w17_h15_log__20260707_160103_33324__000684_20260708_230729_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003285_score_0.868_x432_y206_w17_h15_log__20260707_160103_33324__000684_20260708_230729_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00541_not_close_asset_554fb5bb2bb8c2c7.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_554fb5bb2bb8c2c7,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_10c4c5bdf42f4eef,asset_554fb5bb2bb8c2c7,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003286_score_0.867_x538_y190_w50_h51_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000037_20260711_095344_after_tap_927_94.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003286_score_0.867_x538_y190_w50_h51_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000037_20260711_095344_after_tap_927_94.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00542_not_close_asset_c736b7a5ae813b01.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_c736b7a5ae813b01,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_216199b21e92b6a7,asset_c736b7a5ae813b01,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003287_score_0.867_x538_y190_w50_h51_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000049_20260711_104406_after_tap_927_94.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003287_score_0.867_x538_y190_w50_h51_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000049_20260711_104406_after_tap_927_94.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00543_not_close_asset_4c4e5bf38af5bad2.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4c4e5bf38af5bad2,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_50fe6d0a226f3c10,asset_4c4e5bf38af5bad2,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003288_score_0.867_x471_y346_w32_h24_log__20260707_160103_33324__000622_20260708_230326_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003288_score_0.867_x471_y346_w32_h24_log__20260707_160103_33324__000622_20260708_230326_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00544_not_close_asset_f165a4802df974d9.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f165a4802df974d9,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_9fde93e4f3f782e1,asset_f165a4802df974d9,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003289_score_0.866_x60_y295_w39_h42_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000037_20260711_084727_after_tap_796_79.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003289_score_0.866_x60_y295_w39_h42_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000037_20260711_084727_after_tap_796_79.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00545_not_close_asset_be973f4b18752b9a.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_be973f4b18752b9a,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_7937e2d303a2fc41,asset_be973f4b18752b9a,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003290_score_0.866_x177_y200_w35_h27_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000099_20260711_094749_before_tap_193_336.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003290_score_0.866_x177_y200_w35_h27_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000099_20260711_094749_before_tap_193_336.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00546_not_close_asset_c8a22ee6bc0c3a45.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_c8a22ee6bc0c3a45,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_ae57ede9fefdc3e3,asset_c8a22ee6bc0c3a45,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003291_score_0.866_x432_y206_w17_h15_log__20260707_160103_33324__000940_20260709_150400_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003291_score_0.866_x432_y206_w17_h15_log__20260707_160103_33324__000940_20260709_150400_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00547_not_close_asset_683215c4ec99223d.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_683215c4ec99223d,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_77c29de1ce6b63d0,asset_683215c4ec99223d,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003292_score_0.866_x432_y206_w17_h15_log__20260707_160103_33324__000825_20260709_070608_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003292_score_0.866_x432_y206_w17_h15_log__20260707_160103_33324__000825_20260709_070608_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00548_not_close_asset_153842038744f5af.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_153842038744f5af,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_10cf70447a6a5294,asset_153842038744f5af,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003293_score_0.866_x86_y112_w35_h38_log__20260707_160103_33324__001149_20260709_230648_before_tap_678_446.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003293_score_0.866_x86_y112_w35_h38_log__20260707_160103_33324__001149_20260709_230648_before_tap_678_446.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00549_not_close_asset_2bcfc05ab866e74c.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_2bcfc05ab866e74c,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_18b2c2587f06fc4f,asset_2bcfc05ab866e74c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003294_score_0.866_x417_y479_w19_h19_log__20260711_010520_33712_afk_20260711_010506_em3_廣告探寶鏟_task__000025_20260711_010938_before_tap_67_40.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003294_score_0.866_x417_y479_w19_h19_log__20260711_010520_33712_afk_20260711_010506_em3_廣告探寶鏟_task__000025_20260711_010938_before_tap_67_40.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00550_not_close_asset_bf67cbb2e28353db.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_bf67cbb2e28353db,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_6ebbcd22dc0213c2,asset_bf67cbb2e28353db,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003295_score_0.865_x82_y443_w15_h13_log__20260711_155245_32320_kingdom_vault__000002_20260711_155248_after_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003295_score_0.865_x82_y443_w15_h13_log__20260711_155245_32320_kingdom_vault__000002_20260711_155248_after_swipe_86_430_86_130_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00551_not_close_asset_b0f5ab323c569eae.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_b0f5ab323c569eae,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_2ebd5df7a3c4e936,asset_b0f5ab323c569eae,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003296_score_0.865_x60_y295_w39_h42_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000140_20260711_103737_before_tap_659_113.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003296_score_0.865_x60_y295_w39_h42_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000140_20260711_103737_before_tap_659_113.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00552_not_close_asset_6daf26fdce4a43d2.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_6daf26fdce4a43d2,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_6d3e2d9269e44d00,asset_6daf26fdce4a43d2,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003297_score_0.865_x562_y513_w16_h17_log__20260711_081443_41084_afk_20260711_081428_311_廣告探寶鏟_task__000010_20260711_081659_after_tap_442_109.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003297_score_0.865_x562_y513_w16_h17_log__20260711_081443_41084_afk_20260711_081428_311_廣告探寶鏟_task__000010_20260711_081659_after_tap_442_109.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00553_not_close_asset_559bfbda366916c9.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_559bfbda366916c9,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_5a1ea906a469c04c,asset_559bfbda366916c9,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003300_score_0.865_x280_y406_w17_h15_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000034_20260711_095340_before_tap_927_94.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003300_score_0.865_x280_y406_w17_h15_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000034_20260711_095340_before_tap_927_94.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00554_not_close_asset_366c2e827a864d08.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_366c2e827a864d08,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_be79671a427cf4e0,asset_366c2e827a864d08,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003301_score_0.865_x45_y155_w17_h16_log__20260711_153753_50456_kingdom_vault__000054_20260711_153950_after_tap_80_164.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003301_score_0.865_x45_y155_w17_h16_log__20260711_153753_50456_kingdom_vault__000054_20260711_153950_after_tap_80_164.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00555_not_close_asset_9078d5f907c38ceb.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_9078d5f907c38ceb,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_3b9d699b62325c95,asset_9078d5f907c38ceb,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003302_score_0.864_x865_y108_w18_h17_log__20260711_085849_37020_afk_20260711_085840_14_看廣告_task__000009_20260711_085944_before_tap_914_36.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003302_score_0.864_x865_y108_w18_h17_log__20260711_085849_37020_afk_20260711_085840_14_看廣告_task__000009_20260711_085944_before_tap_914_36.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00556_not_close_asset_5fe901a15d1d22c0.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_5fe901a15d1d22c0,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_47783e0b3c8f4053,asset_5fe901a15d1d22c0,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003303_score_0.864_x383_y418_w28_h30_log__20260711_100857_69040_afk_20260711_100305_em3_王國金庫_route_enter__000002_20260711_100859_after_tap_42_129.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003303_score_0.864_x383_y418_w28_h30_log__20260711_100857_69040_afk_20260711_100305_em3_王國金庫_route_enter__000002_20260711_100859_after_tap_42_129.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00557_not_close_asset_49feeb39fd8949aa.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_49feeb39fd8949aa,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_233660bd5590e911,asset_49feeb39fd8949aa,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003304_score_0.864_x693_y77_w35_h39_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000029_20260711_095323_before_tap_55_482.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003304_score_0.864_x693_y77_w35_h39_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000029_20260711_095323_before_tap_55_482.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00558_not_close_asset_382e2dfa36f0b27f.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_382e2dfa36f0b27f,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_b28318bae90885e2,asset_382e2dfa36f0b27f,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003305_score_0.864_x513_y134_w19_h16_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000060_20260711_084813_after_tap_193_336.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003305_score_0.864_x513_y134_w19_h16_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000060_20260711_084813_after_tap_193_336.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00559_not_close_asset_52f8d8445f7299e2.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_52f8d8445f7299e2,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_6b4ac2bd2668e3c1,asset_52f8d8445f7299e2,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003338_score_0.864_x63_y275_w17_h16_log__20260711_154545_35900_kingdom_vault__000008_20260711_154559_after_tap_736_290.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003338_score_0.864_x63_y275_w17_h16_log__20260711_154545_35900_kingdom_vault__000008_20260711_154559_after_tap_736_290.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00560_not_close_asset_f2d302d4c781d4bb.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f2d302d4c781d4bb,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_4710ffe70bb3ca15,asset_f2d302d4c781d4bb,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003340_score_0.864_x63_y275_w17_h16_log__20260711_154545_35900_kingdom_vault__000011_20260711_154759_before_tap_425_289.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003340_score_0.864_x63_y275_w17_h16_log__20260711_154545_35900_kingdom_vault__000011_20260711_154759_before_tap_425_289.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00561_not_close_asset_05a4765b8561ad49.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_05a4765b8561ad49,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_acabb50743e3b4b5,asset_05a4765b8561ad49,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003344_score_0.864_x63_y275_w17_h16_log__20260711_154545_35900_kingdom_vault__000015_20260711_154808_before_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003344_score_0.864_x63_y275_w17_h16_log__20260711_154545_35900_kingdom_vault__000015_20260711_154808_before_swipe_86_430_86_130_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00562_not_close_asset_19674064014835d4.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_19674064014835d4,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_79e3c9ce11683b2d,asset_19674064014835d4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003346_score_0.863_x471_y269_w23_h19_log__20260711_012116_25040_afk_20260711_011942_14_廣告探寶鏟_route_enter_fail_returncode_1__000007_20260711_012132_before_tap_916_352.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003346_score_0.863_x471_y269_w23_h19_log__20260711_012116_25040_afk_20260711_011942_14_廣告探寶鏟_route_enter_fail_returncode_1__000007_20260711_012132_before_tap_916_352.png.png,ads,crop,candidate_crop,raw,non_action_target,
