image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,split,group_key,instance_id,content_id,relative_path,is_confirmed_strong_hard_negative
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00534_negative_asset_9a379d2a900c1801.png,negative,0,0,0,0,0,0,0,test,content:asset_9a379d2a900c1801,file_25e7518c9fbdab74,asset_9a379d2a900c1801,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000237.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00535_negative_asset_b9a0d9fdf86fb0f3.png,negative,0,0,0,0,0,0,0,train,content:asset_b9a0d9fdf86fb0f3,file_7c75055982a0cbdc,asset_b9a0d9fdf86fb0f3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000238.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00536_negative_asset_33a77d82715fbedc.png,negative,0,0,0,0,0,0,0,train,content:asset_33a77d82715fbedc,file_17749d389d2719e4,asset_33a77d82715fbedc,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000239.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00537_negative_asset_4b4254cab0997fc5.png,negative,0,0,0,0,0,0,0,train,content:asset_4b4254cab0997fc5,file_2ecde3fe23f31891,asset_4b4254cab0997fc5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000240.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00538_negative_asset_624d00d50131b009.png,negative,0,0,0,0,0,0,0,train,content:asset_624d00d50131b009,file_514e2d28ad14648c,asset_624d00d50131b009,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000241.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00539_negative_asset_d64c31b4e165a289.png,negative,0,0,0,0,0,0,0,train,content:asset_d64c31b4e165a289,file_90554c10a617dd43,asset_d64c31b4e165a289,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000242.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00540_negative_asset_3f6859149ae19ee2.png,negative,0,0,0,0,0,0,0,train,content:asset_3f6859149ae19ee2,file_fb4425bbd2d07b96,asset_3f6859149ae19ee2,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000243.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00541_negative_asset_e68604b0aa84e362.png,negative,0,0,0,0,0,0,0,train,content:asset_e68604b0aa84e362,file_cc7010bfe5c8ae5a,asset_e68604b0aa84e362,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000244.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00542_negative_asset_092b1e6a6323cd51.png,negative,0,0,0,0,0,0,0,test,content:asset_092b1e6a6323cd51,file_20b9181688f766f5,asset_092b1e6a6323cd51,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000245.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00543_negative_asset_b9a0d9fdf86fb0f3.png,negative,0,0,0,0,0,0,0,train,content:asset_b9a0d9fdf86fb0f3,file_40e524b703b5715d,asset_b9a0d9fdf86fb0f3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000246.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00544_negative_asset_4e0cefcf1ece8cc8.png,negative,0,0,0,0,0,0,0,train,content:asset_4e0cefcf1ece8cc8,file_b53a86ef89e6815d,asset_4e0cefcf1ece8cc8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000247.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00545_negative_asset_4b4254cab0997fc5.png,negative,0,0,0,0,0,0,0,train,content:asset_4b4254cab0997fc5,file_8f916714afacd431,asset_4b4254cab0997fc5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000248.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00546_negative_asset_624d00d50131b009.png,negative,0,0,0,0,0,0,0,train,content:asset_624d00d50131b009,file_19a9461f25c2941c,asset_624d00d50131b009,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000249.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00547_negative_asset_d64c31b4e165a289.png,negative,0,0,0,0,0,0,0,train,content:asset_d64c31b4e165a289,file_d3a1ce23f7878e60,asset_d64c31b4e165a289,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000250.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00548_negative_asset_3f6859149ae19ee2.png,negative,0,0,0,0,0,0,0,train,content:asset_3f6859149ae19ee2,file_4b1a3f275345124b,asset_3f6859149ae19ee2,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000251.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00549_negative_asset_e68604b0aa84e362.png,negative,0,0,0,0,0,0,0,train,content:asset_e68604b0aa84e362,file_ca708631cd1a1fe3,asset_e68604b0aa84e362,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000252.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00550_negative_asset_092b1e6a6323cd51.png,negative,0,0,0,0,0,0,0,test,content:asset_092b1e6a6323cd51,file_2572f965c7a79d8e,asset_092b1e6a6323cd51,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000253.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00551_negative_asset_b9a0d9fdf86fb0f3.png,negative,0,0,0,0,0,0,0,train,content:asset_b9a0d9fdf86fb0f3,file_a29a7aa97d65b9ea,asset_b9a0d9fdf86fb0f3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000254.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00552_negative_asset_4e0cefcf1ece8cc8.png,negative,0,0,0,0,0,0,0,train,content:asset_4e0cefcf1ece8cc8,file_d00b620936310524,asset_4e0cefcf1ece8cc8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000255.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00553_negative_asset_4b4254cab0997fc5.png,negative,0,0,0,0,0,0,0,train,content:asset_4b4254cab0997fc5,file_e897343a0b28823c,asset_4b4254cab0997fc5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000256.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00554_negative_asset_a527cf4aa3fa1661.png,negative,0,0,0,0,0,0,0,train,content:asset_a527cf4aa3fa1661,file_ace56457f134bf4a,asset_a527cf4aa3fa1661,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000257.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00555_negative_asset_d64c31b4e165a289.png,negative,0,0,0,0,0,0,0,train,content:asset_d64c31b4e165a289,file_fa5f36ef899d722e,asset_d64c31b4e165a289,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000258.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00556_negative_asset_3f6859149ae19ee2.png,negative,0,0,0,0,0,0,0,train,content:asset_3f6859149ae19ee2,file_bc200ef398fc787f,asset_3f6859149ae19ee2,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000259.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00557_negative_asset_479218a9a6c55280.png,negative,0,0,0,0,0,0,0,train,content:asset_479218a9a6c55280,file_f6b4bc989a7b7284,asset_479218a9a6c55280,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000260.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00558_negative_asset_092b1e6a6323cd51.png,negative,0,0,0,0,0,0,0,test,content:asset_092b1e6a6323cd51,file_a8e07d190544e5e4,asset_092b1e6a6323cd51,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000261.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00559_negative_asset_b9a0d9fdf86fb0f3.png,negative,0,0,0,0,0,0,0,train,content:asset_b9a0d9fdf86fb0f3,file_a21df86bc1da6101,asset_b9a0d9fdf86fb0f3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000262.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00560_negative_asset_4e0cefcf1ece8cc8.png,negative,0,0,0,0,0,0,0,train,content:asset_4e0cefcf1ece8cc8,file_29513f0fde9b44ec,asset_4e0cefcf1ece8cc8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000263.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00561_negative_asset_4b4254cab0997fc5.png,negative,0,0,0,0,0,0,0,train,content:asset_4b4254cab0997fc5,file_b33c04a1e88d29fc,asset_4b4254cab0997fc5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000264.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00562_negative_asset_a527cf4aa3fa1661.png,negative,0,0,0,0,0,0,0,train,content:asset_a527cf4aa3fa1661,file_94e53b4d61a36129,asset_a527cf4aa3fa1661,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000265.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00563_negative_asset_d64c31b4e165a289.png,negative,0,0,0,0,0,0,0,train,content:asset_d64c31b4e165a289,file_685ac4b82a4c1664,asset_d64c31b4e165a289,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000266.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00564_negative_asset_3f6859149ae19ee2.png,negative,0,0,0,0,0,0,0,train,content:asset_3f6859149ae19ee2,file_87d85cb8e6e468a8,asset_3f6859149ae19ee2,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000267.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00565_negative_asset_479218a9a6c55280.png,negative,0,0,0,0,0,0,0,train,content:asset_479218a9a6c55280,file_3ecb27f3c60e1580,asset_479218a9a6c55280,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000268.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00566_negative_asset_092b1e6a6323cd51.png,negative,0,0,0,0,0,0,0,test,content:asset_092b1e6a6323cd51,file_1d62fae1bf8a5879,asset_092b1e6a6323cd51,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000269.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00567_negative_asset_65975859fc58a188.png,negative,0,0,0,0,0,0,0,train,content:asset_65975859fc58a188,file_52dd77aa6a4fb144,asset_65975859fc58a188,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000270.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00568_negative_asset_a9d96fef2d6ec515.png,negative,0,0,0,0,0,0,0,val,content:asset_a9d96fef2d6ec515,file_fc5aec71430aa03c,asset_a9d96fef2d6ec515,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000271.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00569_negative_asset_98ee59d34bec3e01.png,negative,0,0,0,0,0,0,0,train,content:asset_98ee59d34bec3e01,file_ffcb1a39d5287189,asset_98ee59d34bec3e01,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000272.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00570_negative_asset_3a70a38f501424ae.png,negative,0,0,0,0,0,0,0,train,content:asset_3a70a38f501424ae,file_da4d433b941e83c2,asset_3a70a38f501424ae,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000273.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00571_negative_asset_955d0a5838b50e44.png,negative,0,0,0,0,0,0,0,train,content:asset_955d0a5838b50e44,file_1e78acf3c19943d7,asset_955d0a5838b50e44,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000274.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00572_negative_asset_65975859fc58a188.png,negative,0,0,0,0,0,0,0,train,content:asset_65975859fc58a188,file_c44991840af9fc81,asset_65975859fc58a188,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000275.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00573_negative_asset_a9d96fef2d6ec515.png,negative,0,0,0,0,0,0,0,val,content:asset_a9d96fef2d6ec515,file_da3c1dcb0222d871,asset_a9d96fef2d6ec515,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000276.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00574_negative_asset_98ee59d34bec3e01.png,negative,0,0,0,0,0,0,0,train,content:asset_98ee59d34bec3e01,file_14898c73c98be21a,asset_98ee59d34bec3e01,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000277.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00575_negative_asset_3a70a38f501424ae.png,negative,0,0,0,0,0,0,0,train,content:asset_3a70a38f501424ae,file_9b57e29b0445b9f0,asset_3a70a38f501424ae,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000278.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00576_negative_asset_955d0a5838b50e44.png,negative,0,0,0,0,0,0,0,train,content:asset_955d0a5838b50e44,file_0fc3ab379204bc7f,asset_955d0a5838b50e44,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000279.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00577_negative_asset_645fc598baa74b13.png,negative,0,0,0,0,0,0,0,test,content:asset_645fc598baa74b13,file_121dbf42304146d6,asset_645fc598baa74b13,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000280.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00578_negative_asset_98ee59d34bec3e01.png,negative,0,0,0,0,0,0,0,train,content:asset_98ee59d34bec3e01,file_43643f13f528a6d4,asset_98ee59d34bec3e01,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000281.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00579_negative_asset_6d7210ba44990ec1.png,negative,0,0,0,0,0,0,0,val,content:asset_6d7210ba44990ec1,file_c7f6049ee26e0913,asset_6d7210ba44990ec1,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000282.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00580_negative_asset_d29651a7cc984daa.png,negative,0,0,0,0,0,0,0,train,content:asset_d29651a7cc984daa,file_19e71da0176b2a2b,asset_d29651a7cc984daa,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000283.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00581_negative_asset_a9b476d44194e237.png,negative,0,0,0,0,0,0,0,train,content:asset_a9b476d44194e237,file_f1141de47ce99b42,asset_a9b476d44194e237,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000284.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00582_negative_asset_40388cbeda722631.png,negative,0,0,0,0,0,0,0,train,content:asset_40388cbeda722631,file_8818ecd5ac6f5f18,asset_40388cbeda722631,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000285.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00583_negative_asset_a9b476d44194e237.png,negative,0,0,0,0,0,0,0,train,content:asset_a9b476d44194e237,file_5482a1f721713907,asset_a9b476d44194e237,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000286.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00584_negative_asset_40388cbeda722631.png,negative,0,0,0,0,0,0,0,train,content:asset_40388cbeda722631,file_7f06fb45d47553d8,asset_40388cbeda722631,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000287.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00585_negative_asset_a9b476d44194e237.png,negative,0,0,0,0,0,0,0,train,content:asset_a9b476d44194e237,file_96d167cbef64b580,asset_a9b476d44194e237,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000288.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00586_negative_asset_42bcf57ba667185d.png,negative,0,0,0,0,0,0,0,train,content:asset_42bcf57ba667185d,file_ce88567c4d3d712e,asset_42bcf57ba667185d,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000289.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00587_negative_asset_4de72edb8b93dbe3.png,negative,0,0,0,0,0,0,0,val,content:asset_4de72edb8b93dbe3,file_c5e364b48f51f902,asset_4de72edb8b93dbe3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000290.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00588_negative_asset_1b07d33b8110e6a8.png,negative,0,0,0,0,0,0,0,train,content:asset_1b07d33b8110e6a8,file_cc7cfd7a79d66b2b,asset_1b07d33b8110e6a8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000291.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00589_negative_asset_42bcf57ba667185d.png,negative,0,0,0,0,0,0,0,train,content:asset_42bcf57ba667185d,file_6ac09f0896d934dc,asset_42bcf57ba667185d,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000292.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00590_negative_asset_4de72edb8b93dbe3.png,negative,0,0,0,0,0,0,0,val,content:asset_4de72edb8b93dbe3,file_09c6954d9c752647,asset_4de72edb8b93dbe3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000293.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00591_negative_asset_1b07d33b8110e6a8.png,negative,0,0,0,0,0,0,0,train,content:asset_1b07d33b8110e6a8,file_9522839fd4e95c44,asset_1b07d33b8110e6a8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000294.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00592_negative_asset_42bcf57ba667185d.png,negative,0,0,0,0,0,0,0,train,content:asset_42bcf57ba667185d,file_d24922487b21a99d,asset_42bcf57ba667185d,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000295.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00593_negative_asset_4de72edb8b93dbe3.png,negative,0,0,0,0,0,0,0,val,content:asset_4de72edb8b93dbe3,file_c94bfc1ebe5a288a,asset_4de72edb8b93dbe3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000296.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00594_negative_asset_1b07d33b8110e6a8.png,negative,0,0,0,0,0,0,0,train,content:asset_1b07d33b8110e6a8,file_75c0d405ba45a9bf,asset_1b07d33b8110e6a8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000297.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00595_negative_asset_42bcf57ba667185d.png,negative,0,0,0,0,0,0,0,train,content:asset_42bcf57ba667185d,file_9cd4e22991a9d403,asset_42bcf57ba667185d,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000298.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00596_negative_asset_4de72edb8b93dbe3.png,negative,0,0,0,0,0,0,0,val,content:asset_4de72edb8b93dbe3,file_77e98e430a0b3935,asset_4de72edb8b93dbe3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000299.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00597_negative_asset_1b07d33b8110e6a8.png,negative,0,0,0,0,0,0,0,train,content:asset_1b07d33b8110e6a8,file_3430db5a0949f456,asset_1b07d33b8110e6a8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000300.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00598_negative_asset_8580e7b49b6e771d.png,negative,0,0,0,0,0,0,0,test,content:asset_8580e7b49b6e771d,file_2b16a0fd0a225134,asset_8580e7b49b6e771d,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000301.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00599_negative_asset_f1cb4d65508dd864.png,negative,0,0,0,0,0,0,0,train,content:asset_f1cb4d65508dd864,file_40370224697fe438,asset_f1cb4d65508dd864,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000302.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00600_negative_asset_8580e7b49b6e771d.png,negative,0,0,0,0,0,0,0,test,content:asset_8580e7b49b6e771d,file_f9e7077be354e25a,asset_8580e7b49b6e771d,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000303.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00601_negative_asset_f1cb4d65508dd864.png,negative,0,0,0,0,0,0,0,train,content:asset_f1cb4d65508dd864,file_da3814be67290755,asset_f1cb4d65508dd864,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000304.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00602_negative_asset_43cdb0a366cb2109.png,negative,0,0,0,0,0,0,0,train,content:asset_43cdb0a366cb2109,file_eee3fc82eb1d6848,asset_43cdb0a366cb2109,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000305.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00603_negative_asset_b12a5682aa09c91e.png,negative,0,0,0,0,0,0,0,train,content:asset_b12a5682aa09c91e,file_b0b3fd4045496077,asset_b12a5682aa09c91e,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000306.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00604_negative_asset_8c262e1166404354.png,negative,0,0,0,0,0,0,0,train,content:asset_8c262e1166404354,file_2b0bcc34173eed9b,asset_8c262e1166404354,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000307.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00605_negative_asset_cc04ebf72c4073f4.png,negative,0,0,0,0,0,0,0,train,content:asset_cc04ebf72c4073f4,file_d19c1ae5042e913b,asset_cc04ebf72c4073f4,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000308.png,1
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00606_negative_asset_a90bf6e8c30e3f01.png,negative,0,0,0,0,0,0,0,train,content:asset_a90bf6e8c30e3f01,file_8e7f52c8f7d8ace0,asset_a90bf6e8c30e3f01,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000309.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00607_negative_asset_a2def49787a601f9.png,negative,0,0,0,0,0,0,0,train,content:asset_a2def49787a601f9,file_42048ec848b1a262,asset_a2def49787a601f9,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000310.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00608_negative_asset_4b068622ed61adf2.png,negative,0,0,0,0,0,0,0,train,content:asset_4b068622ed61adf2,file_ba75b3f37d2efca7,asset_4b068622ed61adf2,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000311.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00609_negative_asset_42af79d6f3977354.png,negative,0,0,0,0,0,0,0,test,content:asset_42af79d6f3977354,file_290380b8dd3659ab,asset_42af79d6f3977354,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000312.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00610_negative_asset_2fb49c996019a16e.png,negative,0,0,0,0,0,0,0,val,content:asset_2fb49c996019a16e,file_5188e12767990e92,asset_2fb49c996019a16e,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000313.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00611_negative_asset_03f12eaabb1d5d91.png,negative,0,0,0,0,0,0,0,train,content:asset_03f12eaabb1d5d91,file_c02b5dd3ee28e6bc,asset_03f12eaabb1d5d91,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000314.png,0
vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00612_negative_asset_cc04ebf72c4073f4.png,negative,0,0,0,0,0,0,0,train,content:asset_cc04ebf72c4073f4,file_9d37ff9d74a486c1,asset_cc04ebf72c4073f4,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000315.png,1
