annotation_id,screen_id,image_path,original_path,instance_id,content_id,bbox_id,bbox_x,bbox_y,bbox_w,bbox_h,category,label_kind,label_source,annotation_completeness,legacy_bbox_class,legacy_bbox_label,proposal_source,template_name,screen_change_score,split_group,split
v2_ann_000441,vis_det_v2_000397,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000397.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164410_480\pre_click.png,file_bf5c986d7e6feebc,asset_b84baaf6ad09373d,725,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_164410_480:pre_click,train
v2_ann_000442,vis_det_v2_000398,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000398.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164447_460\pre_click.png,file_b010acf0105eea0b,asset_0645c4d75c791dac,726,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_164447_460:pre_click,train
v2_ann_000443,vis_det_v2_000399,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000399.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164510_805\pre_click.png,file_70f8f7ba6132a8d3,asset_e8d240395ba90ae2,742,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_164510_805:pre_click,val
v2_ann_000444,vis_det_v2_000400,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000400.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164515_611\pre_click.png,file_2942548eb09a2ecb,asset_842f901bc8b6991c,727,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_164515_611:pre_click,train
v2_ann_000445,vis_det_v2_000401,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000401.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164543_978\pre_click.png,file_18df67095ae460ad,asset_aab217fc5ba214ed,728,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_164543_978:pre_click,train
v2_ann_000446,vis_det_v2_000402,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000402.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164612_179\pre_click.png,file_5c4b1ba79f38fbba,asset_d8a6f62c0a7437ea,724,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_164612_179:pre_click,val
v2_ann_000447,vis_det_v2_000403,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000403.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182728_072\pre_click.png,file_1520c7eea24d2ae7,asset_a4609824b075598a,627,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_182728_072:pre_click,test
v2_ann_000448,vis_det_v2_000404,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000404.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182800_396\pre_click.png,file_011a7184fd13a902,asset_1d1e20286d818868,628,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_182800_396:pre_click,train
v2_ann_000449,vis_det_v2_000405,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000405.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182832_353\pre_click.png,file_5cadf1811ac1cad2,asset_2b9b79bba2b915f4,629,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_182832_353:pre_click,train
v2_ann_000450,vis_det_v2_000406,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000406.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182905_434\pre_click.png,file_86b907df4693bedb,asset_c3aeb0f60eae7fc4,630,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_182905_434:pre_click,train
v2_ann_000451,vis_det_v2_000407,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000407.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182938_013\pre_click.png,file_f1e20981a7415733,asset_1039fb381293c84c,631,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_182938_013:pre_click,train
v2_ann_000452,vis_det_v2_000408,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000408.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093819_308\pre_click.png,file_5bfa7ace385936e2,asset_47034a8668ba5b87,695,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_093819_308:pre_click,train
v2_ann_000453,vis_det_v2_000409,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000409.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093900_785\pre_click.png,file_e424beda83c393f8,asset_27158d2fb03801e3,691,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_093900_785:pre_click,val
v2_ann_000454,vis_det_v2_000410,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000410.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093947_006\pre_click.png,file_e29eefdb141b3f2c,asset_90bb0917e5f67418,658,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_093947_006:pre_click,train
v2_ann_000455,vis_det_v2_000411,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000411.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094035_435\pre_click.png,file_c8fe8743953abb9e,asset_17c041ec4ddb0a57,655,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_094035_435:pre_click,train
v2_ann_000456,vis_det_v2_000412,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000412.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094121_626\pre_click.png,file_0874240e0b995576,asset_2ba5407f2b090b44,656,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_094121_626:pre_click,train
v2_ann_000457,vis_det_v2_000413,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000413.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094207_685\pre_click.png,file_148448ef2ae44fe9,asset_60b0ca490abdb611,632,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_094207_685:pre_click,train
v2_ann_000458,vis_det_v2_000414,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000414.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100742_015\pre_click.png,file_84e859fe54d6a13d,asset_6cc19fafb7da55d8,704,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_100742_015:pre_click,train
v2_ann_000459,vis_det_v2_000415,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000415.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100823_240\pre_click.png,file_718105ebd749859b,asset_0b6f561913fb7167,678,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_100823_240:pre_click,train
v2_ann_000460,vis_det_v2_000416,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000416.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100852_946\pre_click.png,file_233e30953fb26cb6,asset_b39a0345de984d81,679,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_100852_946:pre_click,test
v2_ann_000461,vis_det_v2_000417,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000417.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100922_776\pre_click.png,file_a07968d0ace33d0e,asset_376ab8c6d7f8374e,668,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_100922_776:pre_click,train
v2_ann_000462,vis_det_v2_000418,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000418.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100952_060\pre_click.png,file_7f999df8a6b95b89,asset_ace2cac3a67c33b4,669,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_100952_060:pre_click,test
v2_ann_000463,vis_det_v2_000419,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000419.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101021_661\pre_click.png,file_787b2ba030ac0a52,asset_ab0e9295dc72e77c,648,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_101021_661:pre_click,train
v2_ann_000464,vis_det_v2_000420,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000420.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103543_766\pre_click.png,file_4fb770990024e7c8,asset_ade616fc0baeef41,706,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103543_766:pre_click,test
v2_ann_000465,vis_det_v2_000421,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000421.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103612_356\pre_click.png,file_ebbec839d059ff58,asset_8484050cae225067,682,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103612_356:pre_click,train
v2_ann_000466,vis_det_v2_000422,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000422.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103641_046\pre_click.png,file_072a53878072c037,asset_e029f000775a8b04,675,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103641_046:pre_click,train
v2_ann_000467,vis_det_v2_000423,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000423.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103710_061\pre_click.png,file_61732a22e3e373b5,asset_dedb6e24dded0adf,670,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103710_061:pre_click,train
v2_ann_000468,vis_det_v2_000424,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000424.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103738_937\pre_click.png,file_d0d20f99f69f32c8,asset_1cae447a17439433,666,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103738_937:pre_click,train
v2_ann_000469,vis_det_v2_000425,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000425.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103802_890\pre_click.png,file_5e7c3e333e178675,asset_c46dfbaf3ef0653e,744,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103802_890:pre_click,train
v2_ann_000470,vis_det_v2_000426,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000426.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103807_546\pre_click.png,file_0ff7e15a584a829f,asset_5e68ae411ecb6f65,644,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_103807_546:pre_click,test
v2_ann_000471,vis_det_v2_000427,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000427.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110309_257\pre_click.png,file_953467878e4c076c,asset_4eb5b791b63b95a6,700,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110309_257:pre_click,train
v2_ann_000472,vis_det_v2_000428,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000428.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110333_073\pre_click.png,file_62d55bf5372c90d5,asset_df4a78ff84e7a09a,756,908.868,17.896,34.514,35.792,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110333_073:pre_click,train
v2_ann_000473,vis_det_v2_000429,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000429.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110337_799\pre_click.png,file_2f44fb5ffcf0d7b2,asset_c62e0a1583fe6367,698,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110337_799:pre_click,train
v2_ann_000474,vis_det_v2_000430,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000430.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110401_544\pre_click.png,file_297c6c70feaa8f3e,asset_e8d240395ba90ae2,743,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110401_544:pre_click,train
v2_ann_000475,vis_det_v2_000431,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000431.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110406_245\pre_click.png,file_137b4e74ff9881a0,asset_10a6ffac53f2707e,662,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110406_245:pre_click,train
v2_ann_000476,vis_det_v2_000432,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000432.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110430_386\pre_click.png,file_22935fcb2008073a,asset_a4f70e645255b736,748,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110430_386:pre_click,test
v2_ann_000477,vis_det_v2_000433,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000433.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110435_162\pre_click.png,file_3f5106a7a2e54a37,asset_d842e4cfb4944b3b,650,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110435_162:pre_click,train
v2_ann_000478,vis_det_v2_000434,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000434.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110503_846\pre_click.png,file_876769b2a50f83aa,asset_8db39e1d95c89358,661,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110503_846:pre_click,train
v2_ann_000479,vis_det_v2_000435,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000435.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110532_655\pre_click.png,file_0e3d1e33edb89251,asset_2c5a96e46727b676,642,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110532_655:pre_click,train
v2_ann_000480,vis_det_v2_000436,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000436.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110853_198\pre_click.png,file_cd1c3e5f5feac983,asset_6d9d11b77fda5e8a,746,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260719_110853_198:pre_click,train
v2_ann_000481,vis_det_v2_000437,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000437.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102205_472\pre_click.png,file_9b3abccbd2914638,asset_a4f70e645255b736,749,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102205_472:pre_click,train
v2_ann_000482,vis_det_v2_000438,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000438.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102211_252\pre_click.png,file_2c6e41589b7709a2,asset_2bd12a865b6d33dc,703,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102211_252:pre_click,train
v2_ann_000483,vis_det_v2_000439,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000439.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102245_381\pre_click.png,file_72f258c8e8679779,asset_395fdd064b2e3d14,683,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102245_381:pre_click,val
v2_ann_000484,vis_det_v2_000440,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000440.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102319_344\pre_click.png,file_cb362ea6d1079b3c,asset_3dad308928808801,684,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102319_344:pre_click,test
v2_ann_000485,vis_det_v2_000441,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000441.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102347_512\pre_click.png,file_f14ba573365fb207,asset_c46dfbaf3ef0653e,745,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102347_512:pre_click,train
v2_ann_000486,vis_det_v2_000442,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000442.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102353_115\pre_click.png,file_4357c57f60249c0e,asset_301426383cb3bc8c,671,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102353_115:pre_click,train
v2_ann_000487,vis_det_v2_000443,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000443.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102428_051\pre_click.png,file_4b09f7d1ed1ec4ac,asset_fe6a94c2ec249ae9,672,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102428_051:pre_click,test
v2_ann_000488,vis_det_v2_000444,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000444.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102502_935\pre_click.png,file_05e0e38a9c989543,asset_e4f1d9034c2cb468,645,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_102502_935:pre_click,train
v2_ann_000489,vis_det_v2_000445,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000445.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_105911_205\pre_click.png,file_3d263334b9455bb0,asset_df4a78ff84e7a09a,757,905.033,11.505,42.184,44.740,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_105911_205:pre_click,train
v2_ann_000490,vis_det_v2_000446,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000446.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_105916_754\pre_click.png,file_8cce3327abed6c81,asset_3c097933ff436050,696,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_105916_754:pre_click,train
v2_ann_000491,vis_det_v2_000447,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000447.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_105950_883\pre_click.png,file_2aba453b685bd11b,asset_c86d47617931effe,692,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260720_105950_883:pre_click,val
